Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Programs,Token1Multiplier,Token2Multiplier
3eAAjy4bNQqWSRGQVS83UsTTDdMASzUiGp2EvCgwfNLP7WuYjqjEaqBPgSMeRbwVzUesUcYfMhfqmnBbA73qEhmm,1782761962,2026-06-29T19:39:22.000Z,ACTIVITY_TOKEN_REMOVE_LIQ,3PEG6N7ZLkg7GJyeYsshC16N2f4L14Q5VtU5AGSzwnqF,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,72484153470,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2433899,6,4.9803,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc||,1.0,1.0
eNxWz5HdnJq2BzSe9TmXEc93mcVeeseG1xNnsjKXqTQU18fq2R93kuMbqnYvxnBe198DgkKsMGKW4LSwVNfvwfL,1782761945,2026-06-29T19:39:05.000Z,ACTIVITY_TOKEN_REMOVE_LIQ,3PEG6N7ZLkg7GJyeYsshC16N2f4L14Q5VtU5AGSzwnqF,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,14764942276,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,388560,6,0.9076,whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc||,1.0,1.0
2g9jky4zcWDjh8ByMyj9r18yh4hp2EBLUZiNabwgi5Ur6LkWkfpabrCwSGBdUHqDDVNfi3ocDmrGA3z2E4RyHz8k,1782761792,2026-06-29T19:36:32.000Z,ACTIVITY_TOKEN_SWAP,2Lp8cgM4HKZavkPAUv2AzzCgmJHGvq3ozHMGwKQPt2hH,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,999000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28436338450,9,0.999,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4wZE7fqL45qV2MhKZa1QxzuMHLa778kvLUMNRJYidQrK9Xar9pcFsm8cfFFim27bDCwwpsyNfQQm1TfwSu7bJuji,1782761586,2026-06-29T19:33:06.000Z,ACTIVITY_TOKEN_SWAP,5gLsHi3i9qM1JudZGHtbQhGRpMNnPKnWtVvTFsieCCce,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,31476274955,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1032273,6,1.0323,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
3xKwJ6ejgoGncP9skgotPE4wchBkK1Yha3oaYkMEpNUSG2FcZLDYaRYJckUTuYhhw83tPrWocLsFAFytGTVLSNGT,1782761562,2026-06-29T19:32:42.000Z,ACTIVITY_TOKEN_SWAP,5gLsHi3i9qM1JudZGHtbQhGRpMNnPKnWtVvTFsieCCce,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1120000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,31476274955,9,1.12,CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK||,1.0,1.0
2aZFbz1S1FtKTREYbMpLfmyerj9zMgoeZHZLS9tw7nLqQdziasLuGuy9uoB52ZHSE6dYBAy7PaVP5wh2LNGTthav,1782761355,2026-06-29T19:29:15.000Z,ACTIVITY_TOKEN_SWAP,5gLsHi3i9qM1JudZGHtbQhGRpMNnPKnWtVvTFsieCCce,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,81903552447,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,2691251,6,2.6913,routeUGWgWzqBWFcrCfv8tritsqukccJPu3q5GPP3xS||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK,1.0,1.0
3qYsqxChDRGfqi1pXTAukEKMdi6AZkkxneganJ8GfZAHamBfHp7tHaHeb1zE2HmxBFczQRrihd7seBYPvFuJjtMv,1782761309,2026-06-29T19:28:29.000Z,ACTIVITY_TOKEN_SWAP,HuKJ5mc6WnBR5rm3JUqGkNjQtdAHHAwapNKX2me26RrB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28302481427,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4cGAbp3tajFi46TByf5yn9H6cuk5yrHqoys5XUScNH9g4jyaCoxxHDMy9gQ1s1qmpfNGXfbYHkB8f53StWWe81SM,1782761185,2026-06-29T19:26:25.000Z,ACTIVITY_TOKEN_SWAP,3yiVc614Hj2LJvGdb2zdqV8SUbdwUFFXQWSW5tQ9vJSx,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,37864,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,1079403632,9,0.03786,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
Fo9feD4dGgYxF5Knc1a5QHQhnFqgHmCBuwPuihxF2ZqV8tqKD523kQPw1u1nK7yQR9js7XhoC1eePvL9qe7mLzQ,1782761113,2026-06-29T19:25:13.000Z,ACTIVITY_TOKEN_WITHDRAW_VAULT,5gLsHi3i9qM1JudZGHtbQhGRpMNnPKnWtVvTFsieCCce,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,81903552447,9,,0,0,2.8708,wMNFSTkir3HgyZTsB7uqu3i7FA73grFCptPXgrZjksL||MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2mSai5nBUJuCiCKFTrnobyFm8K1GdodcR9V8cHhtE9r97QvAgTWKL5ie2iLsM8a3mMFgLWgnGAJabCyS8ohpxQYy,1782760994,2026-06-29T19:23:14.000Z,ACTIVITY_TOKEN_SWAP,9XKUcxFDCESsedjEKUpjtuy1k3XZ9FexQq5bBRF6s3G9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,999000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28501778003,9,0.999,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
5EdCaR2LhQZ6SHTxsiNAdeT1xVdk2YnKzEX5RJbdJSR9ukqNR596WBLEB8zGKudq4iPNk5cD3WxqSa3rtk9n4X28,1782760840,2026-06-29T19:20:40.000Z,ACTIVITY_TOKEN_SWAP,Fa7XQKdEf8qjmyCXomGbAtzwp5somXUEkMoabnpDHKkb,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28344643608,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
2Ja65J5mK7WUjRKrfq4sC2q9uwcLy4KZ5mYS55Rdrz5TyqbC7J725aXs4duyFqktN7kb6Rquj9hgX8QB2GWEbmQX,1782760571,2026-06-29T19:16:11.000Z,ACTIVITY_TOKEN_SWAP,618ASedV4cZUXAiY76N9tdSJ8733uMbdbTcMjPne2Btc,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,366113336860,9,So11111111111111111111111111111111111111112,164296457,9,12.4,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|BiSoNHVpsVZW2F7rx2eQ59yQwKxzU5NvBcmKshCSUypi|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo,1.0,1.0
49ZBABdUYJr8YCgHBnUC1jeZBrMnUDx2vZdppiGVgSNFwBvX97YqRQG1PwcWqvufbWTthPZHwfSi3tsZEKT3Ax7i,1782760352,2026-06-29T19:12:32.000Z,ACTIVITY_TOKEN_SWAP,BdJBBUjDH4VkK4bB2Sm6cAokVx99z6AY5b1tnHhSWRs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27748960262,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
fUyyDf569pzK2sRHGUP99CHrZUbGXtQ8GY4RxSc9GUdMeArUWZbYpSGRpZLLdZuMFNM1D5KxZ1mPFuNgrgdAy2X,1782760315,2026-06-29T19:11:55.000Z,ACTIVITY_TOKEN_SWAP,828ujAAbVXEnvaixb2V8fiD3tU19TUKQjvv3x7frndTp,So11111111111111111111111111111111111111112,39676000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,84009646163,9,3.0029,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4UderRmhQzM5HkhEgBt2XSWxFYTuy6SbM3fxGjSFXTdQe1vBSxVux9DM3Hq1aPnfHSdB59otYTC3aEdaYSTuBgtv,1782760279,2026-06-29T19:11:19.000Z,ACTIVITY_TOKEN_SWAP,828ujAAbVXEnvaixb2V8fiD3tU19TUKQjvv3x7frndTp,So11111111111111111111111111111111111111112,40000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,84055428295,9,3.0204,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4fss6rjpSWQBXvWUTf1cnC2gp3FUfYKhZerwcV8tqZyhV8k41f8k1GJdsoexgMwdaaX9uoWuD73mWRuv9dm5yNW1,1782760066,2026-06-29T19:07:46.000Z,ACTIVITY_TOKEN_SWAP,5HgWiDzwTcEWtjTbn5ywkb8rnbKJKnC8yCrS299mDeDy,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27764375813,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
2eeu1J7nby9Fc6sf3sZjppjgBvihngJNx63tefSFyhvysGXc6CaJQhFzEs5DMoNMyYwX9LdQrH5DYPbwTbsC9jsN,1782760062,2026-06-29T19:07:42.000Z,ACTIVITY_TOKEN_SWAP,7RWGYThbDhKMFqvQQJqEA37HVQ49gz5YVH4Keyn55zGB,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27942167575,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
f9gZpamZKUaJtzYkqvR9pFvHQweZdFqzfRVkyphmi9Zwi5eMa6GzuDEvUrDhHTheZ33JUBjaTgXB6mb8fn2mpFs,1782759983,2026-06-29T19:06:23.000Z,ACTIVITY_TOKEN_SWAP,HmPR38BmvNewEbVPoFFufBsz7nr6UGeB3CgbCDp66MG5,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,100000000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3381984,6,3.382,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
5vHbfoYQeKUXLyTo4hNPwjoo28bPvnzsyLG7HfgCXS3bVcfPbPmMqdCxLp4CQCWupYouRXrZUzu18nPZza6seD81,1782759909,2026-06-29T19:05:09.000Z,ACTIVITY_TOKEN_SWAP,8EbtJGTwuBdS8tWJ4hqYuXN4J1qoDf5CXhu7oNGB1xcN,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27825815124,9,1,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
T5siC3AwYAbenkeDnMHqNhhzdEwCfpxNGDJqFsYd7iEc1HUwHGUMBdzkfs7LuUf4xNDZZ7C46aL17sJ45GAE4cv,1782759854,2026-06-29T19:04:14.000Z,ACTIVITY_TOKEN_SWAP,A1QViEcJZpigtZYJ76LVN8xuiEW3PPncL6AGhpvSngCh,So11111111111111111111111111111111111111112,999000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2105421174825,9,75.35,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3K1veE8PhBSwgmbvERwq2moBB5KfxJhbR1R7pEontkdBzKXAFqjAndyYEHhBojiYLhGyZ68vGJvcBobCu9zGq6rg,1782759831,2026-06-29T19:03:51.000Z,ACTIVITY_TOKEN_SWAP,A1QViEcJZpigtZYJ76LVN8xuiEW3PPncL6AGhpvSngCh,So11111111111111111111111111111111111111112,1000000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,2099501999462,9,75.27,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
5mTpmaaLVVqHMKSw57mF8KD9VRpqE1pGb3mGVZVQ4vxZj61FgEsJtg61QaxQV58FaYzWo1mRNoEeSoZkeLiHymUP,1782759692,2026-06-29T19:01:32.000Z,ACTIVITY_TOKEN_SWAP,2nKn2u8p93eBV7vapF6YpFz3BdEPSLXuz3fZLmiyXPQv,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28281900476,9,1,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
TTfp7Pd6i7MGt4rbnbqGDuwzKcwJnEPwmzDqQanvMNrQCdxAmbtF3DX5XFmoFgFVrCEunwb9iaaY1KN8zfcoBpM,1782759623,2026-06-29T19:00:23.000Z,ACTIVITY_TOKEN_SWAP,HmPR38BmvNewEbVPoFFufBsz7nr6UGeB3CgbCDp66MG5,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,100000000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3415223,6,3.4152,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
8hCmcYLBz3nqj63Fbi3uQLXM7iHWYzWX5mt8iozhjsZjVpjfg877mnDyNYRsHRL34bXffS6JzZYWG59ZR5ahaRV,1782759498,2026-06-29T18:58:18.000Z,ACTIVITY_TOKEN_SWAP,4PCYrR7iQigCT852VJzPB7z66cDnTZz5515fUkJou9vF,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27791833630,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
3vTxL8mEY8jbR18aCFcKo3Emey4dcQSkxKM3LBCgLffZW6eBBMZeSYX37cCcdvVCo5m6Eko1WDkAVWqCdewY1KCJ,1782759441,2026-06-29T18:57:21.000Z,ACTIVITY_TOKEN_SWAP,741sz35fp97HRwTyyXx8rBktPXqzntEorJw8Ao1wF6mi,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27729892054,9,1,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4XnnjnQNx6Jeg2uq6MqLjxx25GBsgYi5t9xpGbXCcLcAUA1KjuAxnrwLxDTtc8pHVvgHQMwxo5yevp4ogL5ySgZe,1782759433,2026-06-29T18:57:13.000Z,ACTIVITY_TOKEN_SWAP,741sz35fp97HRwTyyXx8rBktPXqzntEorJw8Ao1wF6mi,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28277758748,9,1,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
3qdpry6XvL32bmsHuUnt1YpdPqbjETsRjDoohkNbaEAu8RnNwT3j1nffTKyYCkCiiTKFhAVZQoAF9tFg8Av4VRrb,1782759389,2026-06-29T18:56:29.000Z,ACTIVITY_TOKEN_SWAP,HmPR38BmvNewEbVPoFFufBsz7nr6UGeB3CgbCDp66MG5,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,100000000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,3404243,6,3.4042,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4StfaUE4CdV5pyVH8sAFrxzBJfbNmCSNG92S1FEvZkPHHtqaoxUQFcTE9ZinPw4YxTcyJt7CbJzcatKApAV2vU3x,1782759314,2026-06-29T18:55:14.000Z,ACTIVITY_TOKEN_SWAP,DUpVsvL7ArgZ8mH9DXzSrTViK8m55CJgUYYtLUNVivYe,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27622533271,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
42fSBTGxECXF8qeLAoivFYwfAFqC9J5uivniBWMV88cLmG6gDVjJVWycaXbmHaDB1k3iBGfreyM7C1FeBCj5Yr1C,1782759309,2026-06-29T18:55:09.000Z,ACTIVITY_TOKEN_SWAP,3yvooNN617ghaPovMEVD3eTcxDyYFdGYRzgLyf49SWFC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27704926920,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
2LQ6dsToR2eqhWxhk1HKEdJarDr8BTtpTEz1huxaT6c1isV1gXW1vwj3bmzGoudowAsW7ED8wpntW7T7vMgmJtCK,1782759306,2026-06-29T18:55:06.000Z,ACTIVITY_TOKEN_SWAP,DUpVsvL7ArgZ8mH9DXzSrTViK8m55CJgUYYtLUNVivYe,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27938500032,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
3uc9H3tpHuS9fELzZKVwc6Q3HHXAzbsJhVWdY3kpgdCGoPf8CNYx9ndAkcmxXEdpV5GPv8RLzppPUVrEmpNcU3Bn,1782759296,2026-06-29T18:54:56.000Z,ACTIVITY_TOKEN_SWAP,DUpVsvL7ArgZ8mH9DXzSrTViK8m55CJgUYYtLUNVivYe,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27971604370,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4LbJVxuNzgsLQqCJMhNCRKTZWzMjg9rW7xaUF3pPQF4KestaQMMLTBq4QbUVvcUdmgnHeCFtpXtPqnrp5KzXA1ot,1782759274,2026-06-29T18:54:34.000Z,ACTIVITY_TOKEN_SWAP,HNLV2RcnWwZ2vYdQrSJVpDcV6NMuzTwj6rf1qoEAWxvn,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28209292948,9,1,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
4hwktUaRhCybfA7dFhe1YSEiaShvx17sLds9pUJpsM1bmzGeF4tBWYmePbCPAaC2DfN7pgmdCpYYu6WafLA1uedi,1782759268,2026-06-29T18:54:28.000Z,ACTIVITY_TOKEN_SWAP,3yvooNN617ghaPovMEVD3eTcxDyYFdGYRzgLyf49SWFC,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28053571808,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
21rmndN9LTBBxuhV4gbwwqQnVk3QkWDYUhLwpDQYv4zwK9VnAUtG8dfS6FmQHakh7DRpEDjbPTd3XBYqQGKBhXVK,1782759208,2026-06-29T18:53:28.000Z,ACTIVITY_TOKEN_SWAP,FMQ7dHrigp2Dx4LKEafkZwLZmUZe5s527LpfT51Rpdvs,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,999000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,28258620858,9,0.999,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
QfDuuRi6jDRtXGCG1NfuRbBdbp48ai8toREN3yvxohpj49BEaBaLi9RaD8NnZkfXs9sATn59hZsLqCvpXcugWD2,1782759035,2026-06-29T18:50:35.000Z,ACTIVITY_TOKEN_SWAP,HmPR38BmvNewEbVPoFFufBsz7nr6UGeB3CgbCDp66MG5,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,500000000000,9,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,17126029,6,17.13,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
3V5DHU2S22pfZf42wC69umsDajhjKNaMAuPPhW9TzaRdhJ6YDQHZ9WEopJDT2XuiPEAtYBuJFdVJLV2LpGAcQjeG,1782758889,2026-06-29T18:48:09.000Z,ACTIVITY_TOKEN_SWAP,Cm1jopjQeAZomdFYpw1oqWur5h3tFYv7yy7ZgcFYsGwj,EPjFWdd5AufqSSqeM2qN1xzybapC8G4wEGGkZwyTDt1v,1000000,6,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,27748251748,9,1,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
4Um6Pya6RhSoUdbAj8xKQJQfZRPX8KtCzEgdG4uNieioqJjeJbqwd9DRZvcJCagPmkySAx68wGpykyygiWuTXwkY,1782758523,2026-06-29T18:42:03.000Z,ACTIVITY_TOKEN_SWAP,828ujAAbVXEnvaixb2V8fiD3tU19TUKQjvv3x7frndTp,So11111111111111111111111111111111111111112,39676000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,83884419580,9,2.9994,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||TessVdML9pBGgG9yGks7o4HewRaXVAMuoVj4x83GLQH|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
