Signature,Block Time,Human Time,Action,From,Token1,Amount1,TokenDecimals1,Token2,Amount2,TokenDecimals2,Value,Programs,Token1Multiplier,Token2Multiplier
5YoFbcvCSNWVwnEEm9UrNNBUqURTQPyk6us2kj6tTzVxUo317qhj9n6qB4jgehU6FkyRxrFXQ2kDmBEdL7vYaLUD,1782758171,2026-06-29T18:36:11.000Z,ACTIVITY_TOKEN_SWAP,Dg4qqUsco3hD5PWTcKcXHMEqAj3e7Gy95XAhEd6Ajaso,So11111111111111111111111111111111111111112,30752000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64748811188,9,2.3149,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
4W5pXP3rzQYKvDof7BnV5yfx69hAPaspWkDtUVrmmwoAW4EAW2ds2DdXGeAGaQsrsnTAMqddaTUbRtTB7Rnyc2kH,1782758171,2026-06-29T18:36:11.000Z,ACTIVITY_TOKEN_SWAP,FDCcyUqXvup4kzD3qnBvjeVe7aqddaYxoCiLsu9RvNuK,So11111111111111111111111111111111111111112,29757000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62682377622,9,2.2413,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||BiSoNHVpsVZW2F7rx2eQ59yQwKxzU5NvBcmKshCSUypi|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3e1juWYk3jD7XYPiPVWzEwnT5oCXArnsHWxWfYRWQeyf4G16ZcsHDvwMoAhAJ9wSWCFBMNbAHoKPfyEXUvJfBFpL,1782758171,2026-06-29T18:36:11.000Z,ACTIVITY_TOKEN_SWAP,4nDLjDYnoRQm2QKBrhes5xDzH8Y9RGUrYaoQpctwErMg,So11111111111111111111111111111111111111112,29760000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62687104895,9,2.2415,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3H1SVVXkDRb2XLBcW5prprM3oSL2MZJ3QM9RwwFHnoS4WGZBCRdL1VZKuGhQKvfmJy45xNsshq6pPJnZN1SvNjwm,1782758171,2026-06-29T18:36:11.000Z,ACTIVITY_TOKEN_SWAP,6nm2kvDYQAbivnz8v8KDdrtx7HptjTnZ1VnmuUXL8Axd,So11111111111111111111111111111111111111112,29000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60591748251,9,2.1843,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||ALPHAQmeA7bjrVuccPsYPiCvsi428SNwte66Srvs4pHA|675kPX9MHTjS2zt1qfr1NYHuzeLXfQM9H24wFSUt1Mp8|9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
5e3yW7iZBx8Pj2ffazicVUdAnZmnS9AkngFi5d11EUFGih7moCSwR9oh4o8EBqyXzGHwm74vXGYWSDytmRF6eToR,1782758170,2026-06-29T18:36:10.000Z,ACTIVITY_TOKEN_SWAP,65D9J7ujcQHoT9qcwrWmGCNsdPdvK1by4nEmujkXN64s,So11111111111111111111111111111111111111112,29760000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62695888111,9,2.2419,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|LBUZKhRxPF3XUpBCjp4YzTKgLccjZhTSDM9YuVaPwxo|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
5WJxuXPCxyY9APdZf7V1LwXVnxzWxwWuSJBT92ptrhM5oFBBJqRrg7UVF3zz3eMYqC4qkE5NfrMd7VkXm8fc6VWA,1782758169,2026-06-29T18:36:09.000Z,ACTIVITY_TOKEN_SWAP,B7GLQs7jXfgY2122sgqVKXPJAKYSTqLcAdLGwY2mQ8nv,So11111111111111111111111111111111111111112,30748900,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64799524475,9,2.3173,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2ZE6Abcr5JfjNDFigJ51CNEk1rojCZjLQNrb1Eo53NjA4MkBY699eaENGr5S3kzJ1fQeycAqrg5JWWV9hMgGxPgn,1782758073,2026-06-29T18:34:33.000Z,ACTIVITY_TOKEN_SWAP,FrBEBBdQyTTGnpmohkSHGr9HGBiJA5okGLBNm2xSUA9R,So11111111111111111111111111111111111111112,30000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62715132867,9,2.26,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|cpamdpZCGKUy5JxQXB4dcpGPiikHawvSWAd6mEn1sGG|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3dUNxQPDmZj56xECW7R929wFmdJFBSmak4oqeNGPTXGarwWHboGJkLVfLvD1rZxEDFGF8tPM2niebhBHgyf1Ch7N,1782758023,2026-06-29T18:33:43.000Z,ACTIVITY_TOKEN_SWAP,vCoJKQNmyU4B3nAwLLt7px3rRB6TnSLgQCWbebPrdcg,So11111111111111111111111111111111111111112,31744000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,66778349650,9,2.3876,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||ZERor4xhbUycZ6gb9ntrhqscUcZmAbQDjEAtCf4hbZY|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3sPJxt6L6tWCEycu4Sk7vM1nZzMPk3uk7wpNmJxRYqBjGsnaQG4xiDDmGwK2FPbh4hrJTrKtdrPbtQSAN8MFgKpa,1782758023,2026-06-29T18:33:43.000Z,ACTIVITY_TOKEN_SWAP,3dmfFqiaJ8e4W3VHBUdPrvQJaUuEMKXSGKxKu4sJQFfL,So11111111111111111111111111111111111111112,29760000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62603188811,9,2.2383,DF1ow4tspfHX9JwWJsAb9epbkA8hmpSEAtxXy1V27QBH||DRVSpZ2YUYYKgZP8XtLhAGtT1zYSCKzeHfb4DgRnrgqD|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
4GSiKUYt271rD3rtuNC3sU2nRaocanFmPyQ77mFnVHRvBeqE97xKnwzWB3rBd2YLZb8p83xSFnw6dTkvXkA32vDq,1782758011,2026-06-29T18:33:31.000Z,ACTIVITY_TOKEN_SWAP,GGmRBpVJKjk9mX9pQKXBozYKtcoGa1myD1hiLW879KfW,So11111111111111111111111111111111111111112,29000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60384251748,9,2.1825,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|REALQqNEomY6cQGZJUGwywTBD2UmDT32rZcNnfxQ5N2|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3z7kHBoUCJceTsrXoWfbDV4tXxigbqfMw8iBhtrQBfMoiFhGaHG4C7WdVbYic6BcK2j5kyiQuW31h7FXH9z1s6NW,1782758010,2026-06-29T18:33:30.000Z,ACTIVITY_TOKEN_SWAP,4StfcR8RPCRcozCDFhVw4TgcUmMVmsoj88t1T9ompSuj,So11111111111111111111111111111111111111112,28768000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60554293706,9,2.1659,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
5G1T6LNeEKhiEuHLuf4wGFG1U9Fc65i19RkUk23hxkgfnsu5xjzKrePL1RnFEAr6eE92GEyxY1rUm54aHev5AFqk,1782758008,2026-06-29T18:33:28.000Z,ACTIVITY_TOKEN_SWAP,9TgwLTUXBtnPXkwm8pRzNNdcMGTjr3umA2CnHHHtTcqa,So11111111111111111111111111111111111111112,28768000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60560167832,9,2.1647,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|Eo7WjKq67rjJQSZxS6z3YkapzY3eMj6Xy8X5EQVn5UaB|24Uqj9JCLxUeoC3hGfh5W3s9FM9uCHDS2SG3LYwBpyTi|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
4NehYZvAxo4f555uDdrTYxCEJPgcUXMNgPxGxL7N7psG228QtC5ssTm1t9svz1tmXakzKtdvi5AkvvoatmAyBDEu,1782758007,2026-06-29T18:33:27.000Z,ACTIVITY_TOKEN_SWAP,7WTGKadEQG7DriQm8HcgJ69LDGSNdKDAuGBCkpvxULKx,So11111111111111111111111111111111111111112,29000000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60415048951,9,2.1829,T1TANpTeScyeqVzzgNViGDNrkQ6qHz9KrSBS4aNXvGT||QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|REALQqNEomY6cQGZJUGwywTBD2UmDT32rZcNnfxQ5N2|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2hS8aprbtr86qJrQj5iaATLjm6RLBYhFB5gZyyd41tks4HuYHXiDZNaFXFYDjR8EwAzcX2ivkzXKWz5M8Wu9AJim,1782758003,2026-06-29T18:33:23.000Z,ACTIVITY_TOKEN_SWAP,2vcTL97SsJqL4gj9SBst84mcLiE43ZQoN5iKmq7jaBv3,So11111111111111111111111111111111111111112,29660800,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62387356643,9,2.2317,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
5qEC34LMvvaatSwUHyF9ifRF8bq2fvsQ7nZuSCw97VvUQT21r1UBmCz3TpCv2YuLiKK4PUbDcsFiZDiHCWRh9kRL,1782758002,2026-06-29T18:33:22.000Z,ACTIVITY_TOKEN_SWAP,GQB2jkxrH48rR5y919scNCt82wqY8wHsMbW8F3VY2H77,So11111111111111111111111111111111111111112,30748900,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64683132867,9,2.3148,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3hD5K9C6EDPPtK9VgvpoAk1D5aLBk8xRoMgYsKWuFJu248amXECpvkTjpnUWCmdwztFQjFgiijdqm5AGiwmTBNiQ,1782758002,2026-06-29T18:33:22.000Z,ACTIVITY_TOKEN_SWAP,HNzSEx1GBsGfhzScQx5essALJj58uKKuNf3pwzxj1XX9,So11111111111111111111111111111111111111112,32736000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,68919328671,9,2.4644,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2dwYLeyD6AqwHVCcw3PMVQdrRuLBvB7U7sVQvs6YydVVtrPVoQJvg78PmZqTGcgixeBnXcA6RMVs8FuNggGVaQUe,1782758001,2026-06-29T18:33:21.000Z,ACTIVITY_TOKEN_SWAP,4jdZaTWciy6fDtNYmxnbmKXHujGXp5D3eXJVGmzt3bd9,So11111111111111111111111111111111111111112,30752000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64701762237,9,2.3156,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3R5Y1gvS1aQfUx5j3LkT9MXmqAQxLvCgD6FX2VqiUrVNKMrFQnUsKJWMxWtCDVa9yAsPHuUXFozm5TumRrnoyCiv,1782758000,2026-06-29T18:33:20.000Z,ACTIVITY_TOKEN_SWAP,G66MWzZQJLyChRj2GX4V52kRjWjUa8w5SMXz6aikBb2G,So11111111111111111111111111111111111111112,28768000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60522937062,9,2.1657,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
GQvuG9vY82B3CXmqDvMMUc9wjHonk3iv9iAFEe4qy3FPanFmsP1qXoiMfX87gQjvZwd2sQ3ejfhE5gBhfyTTFJ5,1782758000,2026-06-29T18:33:20.000Z,ACTIVITY_TOKEN_SWAP,Fa7XQKdEf8qjmyCXomGbAtzwp5somXUEkMoabnpDHKkb,So11111111111111111111111111111111111111112,31744000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,66832643356,9,2.3938,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||9H6tua7jkLhdm3w8BvgpTn5LZNU7g4ZynDmCiNN3q6Rp|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2KzR8iE9oNa7fBkANDiwciRsLF9aVP6xiTH183Yz58d4hT4RyJWTyQEkGXmocMYKdFR5TbXoUSroVgignTvqZzSz,1782757999,2026-06-29T18:33:19.000Z,ACTIVITY_TOKEN_SWAP,7Bn8gbMFuRdRT7yRtgB9B5N7jYGjeZsFttvamGWbswKf,So11111111111111111111111111111111111111112,28768000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60506601398,9,2.1657,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
n14W7yWBD7D2r8Hrymz9ZEDwfARVkv2P2aqFLJ78LKyKg1yVNuMnouUZr7uyPs3Du1zXdarUzxMBdBPo4Ujso7Z,1782757999,2026-06-29T18:33:19.000Z,ACTIVITY_TOKEN_SWAP,CNwKk7nL242r61Y26Qve6y27FBDKwqy5hPLqreZC4nG9,So11111111111111111111111111111111111111112,31744000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,66777314685,9,2.3891,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||HpNfyc2Saw7RKkQd8nEL4khUcuPhQ7WwY1B2qjx8jxFq|CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2BREyvWUHEonXo2xgb7CTNsjDiPtNEesP6qDifVmqncNsGz5P16pcQdcA6xN5kcYyw2pR3EAogd2LgcJATj4sMqM,1782757999,2026-06-29T18:33:19.000Z,ACTIVITY_TOKEN_SWAP,9Lkx4hTaF9ZKZbeDK68JEZ9sM5PjzZq4wxj8iQoY9zeW,So11111111111111111111111111111111111111112,30752000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64663440559,9,2.3144,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
5rcLJjuQc9J5ZPRWChc4Qt7rYgMQGtRpR8NCEiKc2MQSDpHJJnTHQrJhaqzcnAZavZRws2yoSKNcjdJ8pFrA2BFY,1782757999,2026-06-29T18:33:19.000Z,ACTIVITY_TOKEN_SWAP,9Ksi24xabuostJ9WdyJMzPzpQFgQjp8UWVCHDvP1ph5y,So11111111111111111111111111111111111111112,31744000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,66774349650,9,2.3891,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2DXXS9Vc3ZdzGZRvDM3rq4j5bvonnRmWVLHNRnZnZ3TKdp9nXgCesZwmS6SCk7xcXpyQBo2YBNYyUobmtnsieQ38,1782757999,2026-06-29T18:33:19.000Z,ACTIVITY_TOKEN_SWAP,6xDzwoQxa39geZMWZtXJYCNtV3rQCVtuxqEiVu3vWmvV,So11111111111111111111111111111111111111112,30752000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64701986013,9,2.3144,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
HYbBqn2734fBckGEQ3PyoD1Xr1DMTC9BX7xfQgGbW1chVp8kz3NXbYcqLqxftRA8Z7QKQMshFbnnH9jd5boC9PJ,1782757999,2026-06-29T18:33:19.000Z,ACTIVITY_TOKEN_SWAP,iNXMPxq3HioduD3g6LHWrJ7XTLmgxdKmzfBSj1nDATE,So11111111111111111111111111111111111111112,29760000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62104849796,9,2.2398,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc,1.0,1.0
5kB738dH7rBUW68oSn3yui1K3hRsMufpr4Bx4Xpm6SEcveZts8mh8sSnse8YLRYC8pjt3KCnHy9LgGttRubFpqNJ,1782757998,2026-06-29T18:33:18.000Z,ACTIVITY_TOKEN_SWAP,H1gNPoQHUqenYEHTE5RxC8dj5hceUSXzhcuZYC1qn3NB,So11111111111111111111111111111111111111112,29760000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62574153846,9,2.2402,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
zN6n7kWRc9EFHbNSKzvDVPpLMBcxGU87fTrFpE7ikcL2BwwwawT5XC3sNFYEAhv5oKe4vRhDBKPSJ5cy27XAach,1782757998,2026-06-29T18:33:18.000Z,ACTIVITY_TOKEN_SWAP,9kLcwMqeJCrJr8fyoGViww2pgEcREBXBxFDJVTuA5QL5,So11111111111111111111111111111111111111112,31744000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,66755160839,9,2.3896,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
3b9AsiJQKXepRLpNMZNnmC24nbRppRJBGZFmYE4sa2y6Zzyi2dJGkYz243xvNXWLbVuYctwpmmMJa4BoTa9nLwLV,1782757998,2026-06-29T18:33:18.000Z,ACTIVITY_TOKEN_SWAP,2Lp1cQXhd8jjZCZ2KGnbZgsbJ2zKZ9Gpr6REbS4BXzLy,So11111111111111111111111111111111111111112,28768000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60491244755,9,2.1661,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
5JHQ9L5a82Zg1dfxTUAndj1GoFfeKbqpBpsc7eEXjjzT2ebUdNBuVCfd1AMRsmRGwJ71yMuEP979jefcpwbnVFxc,1782757998,2026-06-29T18:33:18.000Z,ACTIVITY_TOKEN_SWAP,He4PY3tTQMhrBzFkBvhZsNzcNQZwhqxRtxeVZYzM6w2X,So11111111111111111111111111111111111111112,28768000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,60497986013,9,2.1661,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||CAMMCzo5YL8w4VFF8KVHrK22GGUsp5VTaW7grrKgrWqK|whirLbMiicVdio4qvUfM5KAg6Ct8VwpYzGff3uctyCc|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
2dQdHREtEFDzZQfZMaUPh4hvkMr84gMU7mRBVWbwwJQkKMsinCtBFmbzSMnvFFNT9jKbYm6NEgt49D9Lr9MRnxSL,1782757998,2026-06-29T18:33:18.000Z,ACTIVITY_TOKEN_SWAP,CpLYx1KTtaGnaGALLfjMbn6d7adJJs7WN9tLR7BDbpZH,So11111111111111111111111111111111111111112,29760000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,62623832167,9,2.2408,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||QuaNtZsgYRe5Z9Bk4LZ4cTD9tbkVoyCNf1R2BN9bBDv|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
4Bcvbi24SmapjH5HMegY8QM71jsSKTBC5m5x3TtWwj1CdV3AECxbGwrvmtfncuBDHJBwpSS6RfEFUtTsAMXRrWCN,1782757997,2026-06-29T18:33:17.000Z,ACTIVITY_TOKEN_SWAP,HrdViSByo5i3cFdZCwmgE8U6rkg97hu65BHnsRMe4e48,So11111111111111111111111111111111111111112,30752000,9,6VdVk3ngmTDBrZDgHCWE3U1VmKFmFTh5mnN43LJQeE9U,64683804195,9,2.3151,proVF4pMXVaYqmy4NjniPh4pqKNfMmsihgd4wdkCX3u||SCoRcH8c2dpjvcJD6FiPbCSQyQgu3PcUAWj2Xxx3mqn|riptK81hDxhe5pW5jSzSM9iRA8azgEgLJ4dXkPtBS7j|MNFSTqtC93rEfYHB6hF82sKdZpUDFWkViLByLd1k1Ms,1.0,1.0
